id,train_or_test,cap_shape,shape,sColour,is_imputed,sColour_mode,sColour_smart
4945,test,f,t,n,yes,w,n
4946,test,x,t,n,no,n,n
4947,test,k,t,w,no,w,w
4948,test,f,t,k,yes,w,n
4949,test,f,t,n,yes,w,n
4950,test,f,t,w,no,w,w
4951,test,x,t,k,no,k,k
4952,test,f,t,w,no,w,w
4953,test,k,t,w,no,w,w
4954,test,x,e,w,no,w,w
4955,train,x,e,h,no,h,h
4956,test,f,t,k,no,k,k
4957,test,b,e,w,no,w,w
4958,test,f,t,w,yes,w,n
4959,test,x,t,k,yes,w,n
4960,test,f,t,n,no,n,n
4961,train,f,e,h,no,h,h
4962,train,f,t,n,no,n,n
4963,test,x,t,k,no,k,k
4964,test,k,t,w,no,w,w
4965,test,x,t,n,no,n,n
4966,train,x,t,w,no,w,w
4967,train,f,e,h,no,h,h
4968,test,x,t,k,no,k,k
4969,test,x,e,k,no,k,k
4970,test,x,e,w,no,w,w
4971,test,f,e,k,yes,w,h
4972,test,f,e,h,no,h,h
4973,test,f,e,h,no,h,h
4974,test,f,t,u,no,u,u
4975,test,f,e,k,no,k,k
4976,train,x,t,n,yes,w,n
4977,train,k,e,w,no,w,w
4978,test,k,e,w,no,w,w
4979,test,k,t,w,no,w,w
4980,test,f,t,w,no,w,w
4981,test,x,t,w,no,w,w
4982,test,f,e,k,no,k,k
4983,test,b,e,n,yes,w,n
4984,test,f,e,h,no,h,h
4985,train,f,e,k,no,k,k
4986,test,x,t,w,no,w,w
4987,test,x,t,w,no,w,w
4988,test,x,e,w,no,w,w
4989,test,x,e,h,no,h,h
4990,test,f,t,w,yes,w,n
4991,test,f,e,h,no,h,h
4992,test,f,t,w,no,w,w
4993,test,x,t,h,no,h,h
4994,test,b,e,k,no,k,k
4995,test,f,e,w,no,w,w
4996,test,f,t,k,no,k,k
4997,test,x,t,w,yes,w,n
4998,test,f,t,h,no,h,h
4999,test,x,t,w,no,w,w
5000,test,f,t,k,no,k,k
5001,test,x,t,h,no,h,h
5002,test,f,t,k,no,k,k
5003,test,f,t,n,no,n,n
5004,train,f,t,k,no,k,k
5005,test,x,t,n,yes,w,n
5006,train,k,t,w,no,w,w
5007,train,f,e,h,no,h,h
5008,test,f,t,n,no,n,n
5009,test,x,e,k,no,k,k
5010,train,x,t,w,yes,w,n
5011,test,f,t,h,yes,w,n
5012,train,x,t,n,no,n,n
5013,train,x,e,n,no,n,n
5014,test,f,t,w,no,w,w
5015,test,x,e,h,no,h,h
5016,test,k,t,w,no,w,w
5017,train,x,t,k,no,k,k
5018,test,x,t,k,yes,w,n
5019,test,f,e,w,no,w,w
5020,test,x,e,h,yes,w,h
5021,test,f,t,k,no,k,k
5022,test,x,t,h,no,h,h
5023,train,x,t,h,no,h,h
5024,test,f,t,w,no,w,w
5025,test,x,e,h,no,h,h
5026,test,x,t,h,no,h,h
5027,train,k,e,w,no,w,w
5028,train,f,t,h,yes,w,n
5029,test,k,e,b,no,b,b
5030,test,f,t,n,no,n,n
5031,test,x,e,n,no,n,n
5032,train,f,t,k,no,k,k
5033,test,x,t,k,no,k,k
5034,train,f,t,h,no,h,h
5035,test,k,e,w,yes,w,w
5036,test,f,e,h,no,h,h
5037,test,f,t,k,yes,w,n
5038,test,k,t,w,no,w,w
5039,test,f,t,n,yes,w,n
5040,test,x,t,n,yes,w,n
5041,test,x,t,w,no,w,w
5042,test,x,e,h,yes,w,h
5043,test,x,e,h,no,h,h
5044,test,k,t,w,no,w,w
5045,test,k,t,w,no,w,w
5046,test,f,t,n,yes,w,n
5047,train,f,t,n,no,n,n
5048,test,f,t,n,no,n,n
5049,train,f,t,h,no,h,h
5050,train,f,t,w,no,w,w
5051,test,x,t,k,no,k,k
5052,test,x,e,h,no,h,h
5053,test,x,e,w,no,w,w
5054,test,x,t,k,no,k,k
5055,test,f,t,k,no,k,k
5056,test,x,e,n,yes,w,h
5057,test,f,e,h,no,h,h
5058,test,x,t,n,yes,w,n
5059,test,f,t,k,no,k,k
5060,test,x,t,k,yes,w,n
5061,test,x,t,w,no,w,w
5062,test,k,t,w,no,w,w
5063,train,f,e,w,yes,w,h
5064,test,x,t,k,no,k,k
5065,test,x,t,n,no,n,n
5066,test,f,t,k,no,k,k
5067,test,f,t,n,no,n,n
5068,test,f,e,k,no,k,k
5069,test,x,t,h,yes,w,n
5070,test,x,e,n,yes,w,h
5071,test,f,t,w,no,w,w
5072,train,f,e,h,yes,w,h
5073,test,f,t,h,no,h,h
5074,train,k,t,w,no,w,w
5075,test,x,e,h,no,h,h
5076,test,f,t,k,no,k,k
5077,test,x,e,h,yes,w,h
5078,test,f,t,n,yes,w,n
5079,test,f,e,h,no,h,h
5080,test,f,e,w,yes,w,h
5081,test,f,e,h,no,h,h
5082,test,x,e,k,no,k,k
5083,test,f,e,k,no,k,k
5084,test,x,e,n,no,n,n
5085,test,x,t,n,no,n,n
5086,test,x,e,n,no,n,n
5087,test,x,e,k,yes,w,h
5088,test,x,t,w,no,w,w
5089,train,x,e,h,no,h,h
5090,test,f,t,h,no,h,h
5091,train,x,t,k,no,k,k
5092,test,k,t,w,no,w,w
5093,test,x,e,h,no,h,h
5094,test,f,t,w,no,w,w
5095,test,f,t,w,no,w,w
5096,test,x,t,n,no,n,n
5097,test,x,t,w,no,w,w
5098,train,x,t,n,yes,w,n
5099,test,b,e,w,yes,w,n
5100,test,k,e,w,no,w,w
5101,test,f,e,h,yes,w,h
5102,test,f,t,w,no,w,w
5103,test,x,e,k,no,k,k
5104,train,b,e,r,no,r,r
5105,test,f,t,w,yes,w,n
5106,test,k,t,w,yes,w,w
5107,test,x,e,n,no,n,n
5108,test,f,e,h,no,h,h
5109,test,s,e,k,no,k,k
5110,train,x,e,h,no,h,h
5111,train,f,t,n,yes,w,n
5112,test,f,t,k,yes,w,n
5113,test,x,t,k,no,k,k
5114,train,x,t,n,no,n,n
5115,test,x,t,w,no,w,w
5116,test,f,t,k,no,k,k
5117,test,x,e,n,no,n,n
5118,test,f,t,k,no,k,k
5119,train,f,t,n,no,n,n
5120,test,f,t,w,no,w,w
5121,test,x,t,n,no,n,n
5122,test,x,t,w,yes,w,n
5123,train,f,e,h,no,h,h
5124,test,x,t,k,no,k,k
5125,test,f,t,w,no,w,w
5126,train,f,e,n,no,n,n
5127,train,b,e,w,no,w,w
5128,test,f,e,h,no,h,h
5129,test,f,e,h,no,h,h
5130,test,x,t,w,yes,w,n
5131,test,k,t,w,no,w,w
5132,train,f,t,w,no,w,w
5133,test,f,e,h,yes,w,h
5134,train,f,t,n,no,n,n
5135,train,x,e,h,no,h,h
5136,train,b,e,n,yes,w,n
5137,train,x,e,h,yes,w,h
5138,train,f,t,w,yes,w,n
5139,test,x,t,k,yes,w,n
5140,test,x,t,n,yes,w,n
5141,train,x,t,k,yes,w,n
5142,train,f,e,h,no,h,h
5143,train,x,e,k,no,k,k
5144,test,f,t,n,no,n,n
5145,test,x,t,n,no,n,n
5146,train,f,e,h,no,h,h
5147,test,f,t,n,no,n,n
5148,test,x,t,n,no,n,n
5149,train,x,e,w,no,w,w
5150,train,k,t,w,yes,w,w
5151,test,x,e,w,no,w,w
5152,test,x,t,w,yes,w,n
5153,test,b,e,k,no,k,k
5154,test,x,t,k,no,k,k
5155,test,x,e,h,no,h,h
5156,train,f,e,h,no,h,h
5157,train,f,t,n,no,n,n
5158,test,x,t,k,no,k,k
5159,test,x,t,k,no,k,k
5160,test,x,t,k,no,k,k
5161,train,x,t,k,no,k,k
5162,test,x,t,n,yes,w,n
5163,test,f,e,h,no,h,h
5164,test,f,e,h,no,h,h
5165,test,f,e,h,no,h,h
5166,test,f,e,h,no,h,h
5167,train,x,t,k,no,k,k
5168,train,x,t,n,no,n,n
5169,test,f,t,k,no,k,k
5170,test,x,t,n,no,n,n
5171,train,f,e,n,no,n,n
5172,test,x,t,k,no,k,k
5173,train,k,t,w,no,w,w
5174,test,x,e,n,no,n,n
5175,test,f,t,k,no,k,k
5176,train,x,e,n,no,n,n
5177,train,f,t,h,no,h,h
5178,test,x,e,k,no,k,k
5179,train,k,t,w,no,w,w
5180,test,x,e,w,yes,w,h
5181,test,f,e,n,no,n,n
5182,test,f,t,k,no,k,k
5183,train,x,t,h,no,h,h
5184,train,x,e,h,no,h,h
5185,test,f,e,k,no,k,k
5186,train,f,t,n,yes,w,n
5187,test,x,t,n,no,n,n
5188,test,f,e,w,no,w,w
5189,test,x,e,h,no,h,h
5190,test,x,e,k,no,k,k
5191,test,f,t,k,no,k,k
5192,test,x,e,k,no,k,k
5193,test,f,e,h,no,h,h
5194,train,f,t,u,no,u,u
5195,train,f,t,n,no,n,n
5196,test,x,t,n,no,n,n
5197,train,x,t,n,no,n,n
5198,test,f,t,w,no,w,w
5199,test,k,t,w,no,w,w
5200,train,k,t,w,no,w,w
5201,test,k,t,w,no,w,w
5202,test,s,e,n,no,n,n
5203,train,f,e,h,no,h,h
5204,test,x,t,n,no,n,n
5205,test,f,t,n,yes,w,n
5206,test,f,t,n,no,n,n
5207,test,x,t,k,no,k,k
5208,test,f,t,w,no,w,w
5209,train,x,e,n,no,n,n
5210,test,x,t,n,yes,w,n
5211,test,x,e,h,no,h,h
5212,test,x,e,o,no,o,o
5213,test,b,e,n,no,n,n
5214,test,x,t,k,no,k,k
5215,test,f,e,n,no,n,n
5216,test,x,t,w,no,w,w
5217,test,f,e,h,no,h,h
5218,test,k,t,w,no,w,w
5219,test,x,e,h,no,h,h
5220,test,x,t,w,no,w,w
5221,train,x,t,n,no,n,n
5222,test,f,t,n,no,n,n
5223,test,f,t,w,no,w,w
5224,test,x,t,w,yes,w,n
5225,test,f,t,k,no,k,k
5226,test,f,t,k,no,k,k
5227,train,x,e,h,no,h,h
5228,test,x,e,k,no,k,k
5229,test,x,t,w,yes,w,n
5230,test,x,e,k,no,k,k
5231,test,x,t,n,no,n,n
5232,test,x,e,k,no,k,k
5233,test,f,t,k,no,k,k
5234,test,x,t,w,yes,w,n
5235,train,f,t,w,yes,w,n
5236,test,f,t,w,no,w,w
5237,test,x,e,n,no,n,n
5238,test,x,e,n,no,n,n
5239,train,x,t,h,no,h,h
5240,test,f,e,h,no,h,h
5241,test,x,e,b,yes,w,h
5242,test,x,t,k,no,k,k
5243,test,x,t,n,no,n,n
5244,test,f,t,w,no,w,w
5245,test,x,t,k,no,k,k
5246,test,x,e,n,no,n,n
5247,test,b,e,r,no,r,r
5248,train,x,e,w,no,w,w
5249,test,b,e,o,no,o,o
5250,test,x,t,k,no,k,k
5251,train,x,t,k,yes,w,n
5252,test,x,t,k,yes,w,n
5253,test,f,t,w,no,w,w
5254,test,x,e,k,yes,w,h
5255,test,x,t,w,yes,w,n
5256,test,k,t,w,no,w,w
5257,test,x,t,n,no,n,n
5258,test,s,e,k,no,k,k
5259,test,x,t,h,no,h,h
5260,test,b,e,k,no,k,k
5261,test,f,t,w,no,w,w
5262,train,f,e,h,no,h,h
5263,test,f,e,h,no,h,h
5264,test,f,t,n,no,n,n
5265,test,x,t,h,no,h,h
5266,test,f,t,n,yes,w,n
5267,test,f,t,w,yes,w,n
5268,test,x,t,n,yes,w,n
5269,train,k,e,w,no,w,w
5270,test,x,t,n,no,n,n
5271,test,x,t,k,no,k,k
5272,test,x,e,k,no,k,k
5273,test,x,e,n,no,n,n
5274,test,x,t,w,yes,w,n
5275,train,x,t,h,no,h,h
5276,test,f,t,n,no,n,n
5277,test,k,e,n,no,n,n
5278,test,x,e,h,no,h,h
5279,test,f,t,n,no,n,n
5280,test,f,t,w,no,w,w
5281,test,f,e,h,no,h,h
5282,train,k,e,w,no,w,w
5283,test,x,e,w,no,w,w
5284,test,x,t,w,no,w,w
5285,test,x,t,w,yes,w,n
5286,train,x,e,h,yes,w,h
5287,train,x,t,k,no,k,k
5288,train,x,t,w,no,w,w
5289,test,x,e,n,yes,w,h
5290,test,x,e,h,yes,w,h
5291,test,x,t,n,no,n,n
5292,test,x,e,n,no,n,n
5293,test,x,e,h,no,h,h
5294,train,x,e,n,no,n,n
5295,test,x,t,k,no,k,k
5296,test,f,e,h,no,h,h
5297,train,x,e,n,no,n,n
5298,test,f,t,n,no,n,n
5299,train,x,t,h,no,h,h
5300,test,x,t,w,no,w,w
5301,test,x,t,w,no,w,w
5302,test,x,e,h,no,h,h
5303,test,f,t,n,no,n,n
5304,test,x,t,k,no,k,k
5305,test,x,t,n,yes,w,n
5306,test,x,t,w,yes,w,n
5307,test,k,t,w,yes,w,w
5308,test,k,t,w,no,w,w
5309,test,x,e,w,no,w,w
5310,test,x,t,w,no,w,w
5311,train,k,t,w,no,w,w
5312,test,x,e,n,no,n,n
5313,train,x,t,n,yes,w,n
5314,test,x,t,k,no,k,k
5315,test,x,e,h,yes,w,h
5316,test,f,t,n,no,n,n
5317,test,f,t,h,no,h,h
5318,test,x,t,n,no,n,n
5319,train,x,e,n,yes,w,h
5320,train,x,e,k,no,k,k
5321,test,f,e,h,no,h,h
5322,test,x,e,w,no,w,w
5323,test,x,t,n,yes,w,n
5324,test,k,t,w,no,w,w
5325,test,f,t,h,no,h,h
5326,test,x,e,w,no,w,w
5327,test,k,e,w,no,w,w
5328,test,b,e,w,no,w,w
5329,train,x,e,b,yes,w,h
5330,test,f,e,w,no,w,w
5331,train,x,t,w,no,w,w
5332,test,k,t,w,no,w,w
5333,test,x,t,w,no,w,w
5334,test,f,t,n,no,n,n
5335,train,f,t,w,no,w,w
5336,test,x,t,w,no,w,w
5337,test,x,e,k,no,k,k
5338,test,f,t,n,no,n,n
5339,test,f,e,k,no,k,k
5340,test,x,t,w,no,w,w
5341,test,f,t,k,no,k,k
5342,test,f,t,h,no,h,h
5343,train,b,e,k,no,k,k
5344,test,k,t,w,no,w,w
5345,test,f,t,w,no,w,w
5346,test,f,t,n,no,n,n
5347,test,x,t,n,no,n,n
5348,test,f,t,w,no,w,w
5349,train,f,t,w,yes,w,n
5350,test,x,e,h,no,h,h
5351,train,f,t,n,no,n,n
5352,test,k,e,w,no,w,w
5353,test,f,t,k,no,k,k
5354,test,f,e,w,no,w,w
5355,train,x,e,n,no,n,n
5356,train,x,e,h,no,h,h
5357,test,f,e,h,no,h,h
5358,test,x,t,k,no,k,k
5359,test,x,e,h,no,h,h
5360,test,b,e,w,no,w,w
5361,test,x,t,n,no,n,n
5362,test,x,e,h,yes,w,h
5363,test,x,t,h,no,h,h
5364,test,x,e,o,no,o,o
5365,test,f,e,h,no,h,h
5366,test,f,t,k,no,k,k
5367,test,x,t,n,yes,w,n
5368,test,b,e,n,no,n,n
5369,train,f,t,w,yes,w,n
5370,train,f,t,k,no,k,k
5371,test,f,t,w,no,w,w
5372,test,f,t,w,no,w,w
5373,test,x,e,w,no,w,w
5374,test,f,t,k,no,k,k
5375,train,k,e,w,no,w,w
5376,test,x,t,n,no,n,n
5377,train,x,t,k,no,k,k
5378,test,k,t,w,yes,w,w
5379,test,k,t,w,no,w,w
5380,test,b,e,n,no,n,n
5381,train,k,e,w,no,w,w
5382,test,k,e,w,no,w,w
5383,train,f,t,w,no,w,w
5384,test,x,e,k,yes,w,h
5385,test,f,t,n,no,n,n
5386,test,x,t,k,no,k,k
5387,test,x,t,k,no,k,k
5388,test,x,t,n,yes,w,n
5389,train,x,e,n,yes,w,h
5390,test,x,t,n,no,n,n
5391,train,k,t,w,no,w,w
5392,test,k,e,w,no,w,w
5393,test,x,t,n,no,n,n
5394,test,f,e,k,no,k,k
5395,test,x,t,n,yes,w,n
5396,train,f,e,n,no,n,n
5397,test,f,t,k,no,k,k
5398,test,x,t,w,no,w,w
5399,test,x,t,k,no,k,k
5400,test,f,e,h,yes,w,h
5401,test,f,t,k,no,k,k
5402,test,x,t,n,no,n,n
5403,test,f,e,h,no,h,h
5404,test,x,t,w,no,w,w
5405,test,f,e,n,no,n,n
5406,test,f,t,w,no,w,w
5407,test,f,t,h,no,h,h
5408,test,x,t,k,yes,w,n
5409,test,x,t,k,no,k,k
5410,train,f,e,n,no,n,n
5411,test,f,t,w,no,w,w
5412,test,f,t,n,no,n,n
5413,test,f,t,n,no,n,n
5414,train,f,e,n,no,n,n
5415,test,x,t,n,no,n,n
5416,test,f,t,w,no,w,w
5417,test,k,t,w,no,w,w
5418,test,x,t,n,no,n,n
5419,train,x,t,h,no,h,h
5420,test,f,t,k,no,k,k
5421,test,x,t,h,no,h,h
5422,test,x,t,n,no,n,n
5423,test,f,e,h,yes,w,h
5424,test,x,t,w,yes,w,n
5425,test,x,e,h,no,h,h
5426,test,f,t,n,no,n,n
5427,test,f,t,h,no,h,h
5428,test,x,t,k,no,k,k
5429,test,x,t,w,yes,w,n
5430,test,x,t,n,no,n,n
5431,test,f,t,k,no,k,k
5432,test,x,t,k,no,k,k
5433,test,x,e,w,yes,w,h
5434,test,k,t,w,no,w,w
5435,test,x,t,n,no,n,n
5436,test,f,t,k,yes,w,n
5437,test,f,e,h,no,h,h
5438,test,f,e,h,yes,w,h
5439,test,f,e,h,no,h,h
5440,test,x,t,w,no,w,w
5441,train,f,t,k,no,k,k
5442,test,f,t,k,no,k,k
5443,train,f,t,h,yes,w,n
5444,test,x,e,w,no,w,w
5445,test,k,t,w,no,w,w
5446,test,f,e,h,no,h,h
5447,test,x,t,w,no,w,w
5448,test,f,e,n,no,n,n
5449,train,k,t,w,no,w,w
5450,test,x,e,k,no,k,k
5451,train,k,e,w,no,w,w
5452,test,x,t,k,no,k,k
5453,test,x,e,k,no,k,k
5454,train,f,t,k,no,k,k
5455,test,k,t,w,no,w,w
5456,train,f,t,w,no,w,w
5457,test,f,e,h,no,h,h
5458,train,b,e,w,no,w,w
5459,test,f,t,w,no,w,w
5460,test,f,t,n,no,n,n
5461,train,x,t,n,no,n,n
5462,train,f,t,k,no,k,k
5463,test,x,e,h,no,h,h
5464,test,f,e,h,no,h,h
5465,test,f,t,w,no,w,w
5466,test,k,t,w,no,w,w
5467,train,x,t,k,no,k,k
5468,train,f,e,h,no,h,h
5469,train,x,t,k,no,k,k
5470,test,f,t,n,no,n,n
5471,test,k,e,w,yes,w,w
5472,test,b,e,w,no,w,w
5473,test,x,e,h,yes,w,h
5474,train,b,e,k,no,k,k
5475,test,f,t,k,no,k,k
5476,test,x,t,n,no,n,n
5477,train,x,t,n,no,n,n
5478,test,f,t,n,yes,w,n
5479,train,f,t,w,no,w,w
5480,test,f,e,k,yes,w,h
5481,test,x,t,n,no,n,n
5482,test,f,t,n,yes,w,n
5483,test,x,e,h,yes,w,h
5484,test,f,e,h,no,h,h
5485,test,k,t,w,no,w,w
5486,train,f,t,h,no,h,h
5487,train,x,t,k,no,k,k
5488,train,b,e,w,yes,w,n
5489,train,f,t,k,yes,w,n
5490,test,f,t,n,yes,w,n
5491,test,x,t,n,no,n,n
5492,train,x,t,k,no,k,k
5493,test,k,e,w,no,w,w
5494,test,x,t,k,no,k,k
5495,test,f,t,w,no,w,w
5496,test,f,t,w,no,w,w
5497,test,x,t,w,no,w,w
5498,test,x,e,h,yes,w,h
5499,test,x,t,w,no,w,w
5500,test,x,t,n,no,n,n
5501,train,f,e,h,no,h,h
5502,train,x,t,h,no,h,h
5503,test,f,e,h,yes,w,h
5504,train,f,t,n,no,n,n
5505,train,f,t,w,no,w,w
5506,test,f,t,n,no,n,n
5507,test,x,t,n,no,n,n
5508,test,b,e,k,no,k,k
5509,train,x,e,n,no,n,n
5510,test,b,e,w,no,w,w
5511,test,f,t,k,yes,w,n
5512,train,x,t,w,no,w,w
5513,test,x,e,n,yes,w,h
5514,test,f,e,h,no,h,h
5515,test,x,e,n,yes,w,h
5516,test,f,t,k,no,k,k
5517,train,f,t,k,no,k,k
5518,test,x,e,h,yes,w,h
5519,test,b,e,w,no,w,w
5520,test,x,e,w,yes,w,h
5521,train,f,t,w,no,w,w
5522,test,x,e,n,yes,w,h
5523,test,x,e,h,no,h,h
5524,test,f,e,n,no,n,n
5525,test,k,t,w,no,w,w
5526,test,x,t,w,no,w,w
5527,test,k,e,w,no,w,w
5528,test,k,e,n,yes,w,w
5529,train,k,e,w,yes,w,w
5530,test,f,e,h,no,h,h
5531,train,f,t,w,yes,w,n
5532,test,f,e,k,no,k,k
5533,test,x,t,n,no,n,n
5534,test,x,e,k,no,k,k
5535,test,b,e,w,no,w,w
5536,test,x,e,h,no,h,h
5537,test,f,t,k,yes,w,n
5538,test,x,t,k,no,k,k
5539,test,k,t,w,no,w,w
5540,test,f,e,h,yes,w,h
5541,test,x,e,n,no,n,n
5542,train,x,t,n,no,n,n
5543,test,x,t,w,yes,w,n
5544,test,x,t,k,no,k,k
5545,test,x,t,k,no,k,k
5546,test,k,e,y,no,y,y
5547,test,x,t,w,yes,w,n
5548,train,x,e,n,no,n,n
5549,train,b,e,n,yes,w,n
5550,train,f,e,h,no,h,h
5551,test,f,e,r,no,r,r
5552,test,f,t,k,no,k,k
5553,test,x,e,h,yes,w,h
5554,test,f,t,n,no,n,n
5555,train,f,t,n,no,n,n
5556,test,x,t,w,no,w,w
5557,test,x,e,h,yes,w,h
5558,test,x,t,u,yes,w,n
5559,test,f,t,w,no,w,w
5560,test,f,t,w,no,w,w
5561,train,k,e,w,no,w,w
5562,test,x,e,h,no,h,h
5563,test,x,t,n,yes,w,n
5564,test,x,e,h,no,h,h
5565,test,x,t,w,no,w,w
5566,train,f,t,n,no,n,n
5567,train,x,e,h,no,h,h
5568,test,x,e,w,yes,w,h
5569,test,x,e,k,no,k,k
5570,test,b,e,w,no,w,w
5571,test,f,e,h,no,h,h
5572,test,b,e,w,no,w,w
5573,test,x,t,w,no,w,w
5574,test,x,e,w,no,w,w
5575,test,x,e,k,no,k,k
5576,test,f,t,k,no,k,k
5577,test,f,t,h,yes,w,n
5578,test,b,e,n,no,n,n
5579,train,x,e,h,yes,w,h
5580,test,x,t,w,no,w,w
5581,test,x,t,w,yes,w,n
5582,test,x,e,n,no,n,n
5583,test,x,e,k,yes,w,h
5584,test,x,e,h,no,h,h
5585,test,f,e,h,no,h,h
5586,train,x,e,k,no,k,k
5587,test,b,e,n,no,n,n
5588,test,x,e,h,no,h,h
5589,train,x,e,k,no,k,k
5590,train,f,e,k,yes,w,h
5591,test,f,t,w,no,w,w
5592,train,x,t,w,yes,w,n
5593,train,f,e,h,no,h,h
5594,test,f,t,w,yes,w,n
5595,train,x,e,h,no,h,h
5596,test,k,t,w,no,w,w
5597,test,x,e,h,yes,w,h
5598,test,f,t,k,no,k,k
5599,test,f,t,n,no,n,n
5600,train,f,e,r,no,r,r
5601,test,x,e,h,yes,w,h
5602,test,x,t,k,no,k,k
5603,test,x,t,n,no,n,n
5604,test,x,e,h,no,h,h
5605,train,x,t,n,no,n,n
5606,test,k,t,w,no,w,w
5607,train,k,t,w,no,w,w
5608,train,f,e,k,no,k,k
5609,test,b,e,k,no,k,k
5610,test,x,e,n,no,n,n
5611,test,x,t,k,no,k,k
5612,test,f,t,w,no,w,w
5613,test,x,t,w,no,w,w
5614,test,x,e,h,no,h,h
5615,test,f,e,b,no,b,b
5616,test,x,e,k,no,k,k
5617,train,x,e,n,no,n,n
5618,test,f,t,n,no,n,n
5619,test,x,e,o,no,o,o
5620,test,x,e,w,no,w,w
5621,test,f,t,w,no,w,w
5622,test,f,e,h,no,h,h
5623,train,f,t,k,no,k,k
5624,test,x,t,k,yes,w,n
5625,test,f,e,y,no,y,y
5626,test,x,t,w,no,w,w
5627,train,f,e,k,no,k,k
5628,train,k,e,w,yes,w,w
5629,train,x,e,h,no,h,h
5630,train,x,e,k,no,k,k
5631,test,x,e,h,no,h,h
5632,test,b,e,w,no,w,w
5633,test,x,e,n,no,n,n
5634,test,f,t,w,no,w,w
5635,test,f,t,w,no,w,w
5636,test,f,e,h,no,h,h
5637,test,f,t,k,no,k,k
5638,test,f,e,r,no,r,r
5639,test,k,t,w,no,w,w
5640,train,b,e,k,no,k,k
5641,test,x,t,k,no,k,k
5642,test,k,t,w,yes,w,w
5643,test,x,e,k,yes,w,h
5644,test,f,e,h,no,h,h
5645,test,f,t,n,no,n,n
5646,test,x,e,k,no,k,k
5647,test,x,t,w,no,w,w
5648,train,x,e,k,no,k,k
5649,test,f,t,k,no,k,k
5650,test,f,t,w,no,w,w
5651,test,f,e,n,no,n,n
5652,test,s,e,k,no,k,k
5653,test,f,t,w,no,w,w
5654,test,x,e,k,yes,w,h
5655,train,x,t,w,no,w,w
5656,test,f,t,w,yes,w,n
5657,test,f,t,w,no,w,w
5658,test,b,e,o,yes,w,n
5659,test,f,e,k,no,k,k
5660,test,x,t,n,no,n,n
5661,test,f,e,h,yes,w,h
5662,test,f,e,w,no,w,w
5663,test,x,t,w,no,w,w
5664,test,x,t,n,yes,w,n
5665,train,k,t,w,no,w,w
5666,test,f,t,k,no,k,k
5667,test,x,e,n,yes,w,h
5668,train,x,t,k,no,k,k
5669,test,f,t,n,no,n,n
5670,test,f,e,k,no,k,k
5671,test,f,e,h,no,h,h
5672,test,x,t,n,no,n,n
5673,test,x,t,w,no,w,w
5674,test,x,t,w,no,w,w
5675,test,f,e,h,yes,w,h
5676,test,x,e,k,yes,w,h
5677,train,f,t,w,no,w,w
5678,test,f,e,k,no,k,k
5679,train,k,t,w,no,w,w
5680,train,x,e,n,no,n,n
5681,test,f,e,h,no,h,h
5682,test,x,t,w,no,w,w
5683,train,x,t,w,no,w,w
5684,test,f,e,h,no,h,h
5685,test,f,t,w,yes,w,n
5686,test,b,e,w,no,w,w
5687,test,x,e,h,no,h,h
5688,train,f,t,n,yes,w,n
5689,train,k,t,w,yes,w,w
5690,test,k,e,w,yes,w,w
5691,test,f,t,k,yes,w,n
5692,test,x,t,n,no,n,n
5693,test,x,e,y,no,y,y
5694,train,f,t,w,no,w,w
5695,test,x,e,k,yes,w,h
5696,test,f,t,k,no,k,k
5697,test,x,e,k,no,k,k
5698,test,x,t,w,no,w,w
5699,test,f,t,k,no,k,k
5700,test,f,e,k,no,k,k
5701,test,x,e,h,no,h,h
5702,test,x,e,h,yes,w,h
5703,test,x,e,n,no,n,n
5704,train,f,t,k,no,k,k
5705,test,x,t,k,no,k,k
5706,train,x,e,h,no,h,h
5707,test,f,t,k,yes,w,n
5708,test,f,t,n,no,n,n
5709,train,k,t,w,no,w,w
5710,test,f,t,n,yes,w,n
5711,test,k,e,w,no,w,w
5712,test,x,e,n,yes,w,h
5713,train,k,t,w,no,w,w
5714,train,x,t,k,no,k,k
5715,train,f,t,n,no,n,n
5716,test,x,t,k,yes,w,n
5717,test,f,t,n,no,n,n
5718,test,b,e,n,no,n,n
5719,test,x,t,k,no,k,k
5720,train,f,e,h,no,h,h
5721,test,x,t,n,no,n,n
5722,test,k,t,w,no,w,w
5723,train,f,t,k,yes,w,n
5724,train,x,t,w,yes,w,n
5725,test,x,e,h,yes,w,h
5726,test,f,t,u,yes,w,n
5727,test,f,t,n,no,n,n
5728,train,x,t,w,no,w,w
5729,test,f,e,n,no,n,n
5730,test,f,e,h,no,h,h
5731,test,k,t,w,no,w,w
5732,train,b,e,y,no,y,y
5733,test,x,e,h,no,h,h
5734,test,f,e,h,no,h,h
5735,train,x,e,h,no,h,h
5736,test,f,t,n,no,n,n
5737,test,b,e,n,no,n,n
5738,test,f,t,n,no,n,n
5739,train,f,e,h,no,h,h
5740,test,f,e,h,no,h,h
5741,test,k,e,w,no,w,w
5742,train,f,t,k,no,k,k
5743,test,b,e,r,no,r,r
5744,train,f,e,k,no,k,k
5745,test,f,e,r,yes,w,h
5746,test,x,t,n,yes,w,n
5747,test,k,t,w,no,w,w
5748,test,x,e,h,no,h,h
5749,test,x,t,w,no,w,w
5750,test,x,e,n,no,n,n
5751,train,x,t,n,yes,w,n
5752,train,f,t,k,yes,w,n
5753,test,x,e,k,no,k,k
5754,test,f,t,n,yes,w,n
5755,test,x,e,h,yes,w,h
