id,actual,clean,mode,smart
7716,e,e,e,e
7717,e,e,e,p
7718,e,e,e,e
7719,e,e,e,e
7720,e,e,e,e
7721,p,p,p,p
7722,p,p,p,p
7723,e,e,p,e
7724,p,p,p,p
7725,e,e,e,e
7726,p,p,p,p
7727,p,p,p,p
7728,e,e,e,e
7729,p,e,e,p
7730,e,e,e,e
7731,e,e,p,e
7732,e,e,e,p
7733,p,e,e,e
7734,e,e,e,e
7735,p,p,p,p
7736,p,p,p,p
7737,p,e,p,p
7738,p,p,p,e
7739,p,p,p,p
7740,e,e,p,e
7741,p,p,p,p
7742,e,e,e,e
7743,e,e,e,e
7744,p,p,e,e
7745,p,e,e,e
7746,p,p,p,p
7747,e,e,e,e
7748,p,p,p,p
7749,e,e,e,e
7750,e,e,e,e
7751,p,p,p,p
7752,p,p,p,p
7753,p,p,p,p
7754,p,p,p,p
7755,e,e,e,e
7756,e,e,e,p
7757,p,p,p,p
7758,p,p,p,p
7759,e,e,e,e
7760,p,p,p,p
7761,p,p,p,p
7762,p,p,p,p
7763,e,e,e,e
7764,p,p,p,p
7765,e,e,e,e
7766,e,e,e,e
7767,e,e,e,e
7768,e,e,p,e
7769,e,e,p,e
7770,p,p,p,p
7771,e,e,e,e
7772,p,p,p,p
7773,e,e,e,e
7774,e,e,e,e
7775,p,p,p,e
7776,e,e,e,e
7777,e,e,e,e
7778,p,p,p,p
7779,e,e,e,e
7780,p,p,p,p
7781,p,p,p,p
7782,p,e,e,e
7783,p,p,p,p
7784,p,p,p,p
7785,e,e,e,e
7786,e,e,e,e
7787,p,p,p,p
7788,p,p,e,p
7789,p,p,p,e
7790,e,e,e,e
7791,e,e,e,e
7792,e,e,e,e
7793,p,p,p,p
7794,e,e,e,e
7795,p,e,e,p
7796,p,p,p,p
7797,p,p,p,p
7798,p,p,e,p
7799,e,e,e,e
7800,p,e,e,e
7801,e,e,e,e
7802,e,e,e,e
7803,p,p,p,p
7804,p,e,e,e
7805,e,e,e,e
7806,p,p,p,e
7807,p,e,e,e
7808,e,e,p,e
7809,p,p,p,p
7810,e,e,e,e
7811,p,p,p,p
7812,p,e,e,p
7813,e,e,e,e
7814,e,e,e,e
7815,p,p,p,e
7816,p,p,p,p
7817,p,p,p,p
7818,p,p,p,p
7819,p,p,p,p
7820,e,e,e,e
7821,e,e,p,e
7822,e,e,e,e
7823,e,e,e,e
7824,e,e,e,e
7825,e,e,e,e
7826,e,e,e,p
7827,e,e,p,e
7828,p,p,p,p
7829,e,e,e,e
7830,e,e,e,e
7831,p,p,p,p
7832,e,e,e,e
7833,e,e,e,e
7834,p,p,p,p
7835,e,e,e,e
7836,e,e,e,e
7837,p,p,p,p
7838,p,p,p,p
7839,p,p,p,p
7840,p,p,p,p
7841,e,e,p,e
7842,p,p,p,e
7843,p,e,e,e
7844,p,p,p,p
7845,p,p,p,p
7846,e,e,e,e
7847,e,e,e,p
7848,e,e,e,e
7849,p,e,e,e
7850,p,p,p,p
7851,e,e,e,e
7852,e,e,e,e
7853,e,e,e,e
7854,e,e,e,e
7855,e,e,e,e
7856,p,p,p,p
7857,e,e,e,e
7858,p,e,e,e
7859,p,p,p,p
7860,e,e,p,e
7861,e,e,e,e
7862,p,e,e,e
7863,e,e,e,e
7864,p,p,p,p
7865,e,p,p,p
7866,e,e,e,e
7867,e,e,e,e
7868,e,e,e,e
7869,e,e,e,e
7870,e,e,e,e
7871,e,e,e,e
7872,e,e,e,e
7873,e,e,p,e
7874,e,e,e,e
7875,p,p,p,e
7876,p,e,e,e
7877,e,e,p,e
7878,e,e,e,e
7879,p,p,p,p
7880,p,e,e,e
7881,p,p,p,p
7882,e,e,e,e
7883,e,e,e,e
7884,p,e,e,e
7885,p,p,p,p
7886,p,p,p,p
7887,p,p,p,p
7888,p,p,p,p
7889,e,e,e,e
7890,e,e,e,e
7891,e,e,e,e
7892,e,e,p,e
7893,p,p,p,p
7894,p,p,p,p
7895,e,e,e,e
7896,e,e,p,e
7897,e,e,e,p
7898,p,p,p,p
7899,e,e,p,e
7900,e,e,e,e
7901,p,p,p,p
7902,e,e,p,e
7903,e,e,e,e
7904,p,p,p,p
7905,p,p,p,p
7906,p,p,p,p
7907,e,e,e,e
7908,e,e,e,e
7909,p,p,e,p
7910,p,p,p,p
7911,e,e,e,e
7912,e,e,e,e
7913,e,e,p,e
7914,e,e,e,e
7915,p,p,p,p
7916,e,e,e,e
7917,e,e,e,e
7918,e,e,e,e
7919,e,e,p,e
7920,e,e,e,e
7921,p,p,e,p
7922,e,e,p,e
7923,e,e,p,e
7924,e,e,e,e
7925,p,p,e,p
7926,p,p,p,p
7927,e,e,e,e
7928,e,e,e,e
7929,p,p,p,p
7930,e,e,e,p
7931,p,p,p,p
7932,p,p,p,p
7933,e,e,e,e
7934,e,e,e,p
7935,p,p,p,p
7936,e,e,e,e
7937,p,e,e,e
7938,e,e,e,e
7939,e,e,e,e
7940,e,e,e,e
7941,p,p,p,p
7942,e,e,p,p
7943,e,e,e,e
7944,e,e,e,e
7945,e,e,p,p
7946,p,p,p,p
7947,e,e,e,e
7948,p,p,p,e
7949,p,p,p,p
7950,p,p,p,p
7951,p,e,e,p
7952,e,e,p,e
7953,e,e,p,e
7954,p,p,p,p
7955,e,e,e,e
7956,e,e,p,e
7957,e,e,e,e
7958,p,p,p,p
7959,e,e,e,e
7960,e,e,e,e
7961,p,p,p,p
7962,e,e,e,e
7963,p,e,e,e
7964,p,p,p,p
7965,p,p,p,p
7966,e,e,e,e
7967,p,p,p,p
7968,p,p,p,p
7969,p,p,p,e
7970,e,e,e,e
7971,e,e,p,e
7972,p,p,p,e
7973,p,p,p,p
7974,p,p,p,p
7975,p,p,p,p
7976,e,e,e,e
7977,e,e,e,e
7978,p,p,e,p
7979,p,p,p,p
7980,p,e,e,e
7981,p,p,p,p
7982,p,p,p,p
7983,p,p,p,e
7984,p,p,p,p
7985,e,e,e,e
7986,e,e,e,e
7987,p,e,p,p
7988,p,p,p,p
7989,p,e,e,e
7990,e,e,e,e
7991,e,e,e,e
7992,e,e,p,p
7993,p,e,e,e
7994,e,e,e,e
7995,e,e,p,p
7996,e,e,e,e
7997,e,e,p,e
7998,e,e,e,e
7999,e,e,e,e
8000,e,e,e,e
8001,e,e,e,e
8002,e,e,e,e
8003,e,e,e,e
8004,p,p,p,p
8005,p,p,p,p
8006,e,e,e,e
8007,e,e,e,e
8008,e,e,e,e
8009,p,p,p,p
8010,e,e,e,e
8011,p,e,p,e
8012,e,e,e,e
8013,e,e,e,e
8014,p,p,p,p
8015,p,p,p,p
8016,p,p,e,p
8017,e,e,e,e
8018,e,e,e,e
8019,e,e,p,e
8020,p,p,p,p
8021,p,p,p,p
8022,p,e,e,e
8023,p,e,e,e
8024,p,p,p,p
8025,p,p,p,p
8026,e,e,p,e
8027,e,e,e,e
8028,e,e,e,e
8029,p,e,e,e
8030,p,p,p,p
8031,e,e,e,e
8032,e,e,e,e
8033,p,p,p,p
8034,p,p,p,p
8035,e,e,e,e
8036,e,e,e,e
8037,p,e,e,e
8038,e,e,p,e
8039,p,p,p,p
8040,e,p,p,p
8041,p,p,p,p
8042,e,e,e,e
8043,p,p,p,e
8044,e,e,e,e
8045,p,e,e,e
8046,e,e,e,e
8047,e,e,e,e
8048,e,e,e,e
8049,e,e,e,e
8050,e,e,e,e
8051,p,p,p,p
8052,p,p,p,p
8053,e,e,e,e
8054,p,p,p,p
8055,e,e,e,e
8056,p,p,p,p
8057,e,e,e,e
8058,e,e,e,e
8059,p,p,p,e
8060,p,p,p,p
8061,p,p,p,p
8062,p,p,p,p
8063,e,e,e,e
8064,e,e,e,e
8065,e,e,p,e
8066,e,e,e,e
8067,p,p,p,p
8068,p,p,p,p
8069,p,p,p,p
8070,p,p,p,p
8071,e,e,e,p
8072,e,e,e,e
8073,e,e,e,e
8074,e,e,p,e
8075,e,e,e,e
8076,p,p,p,p
8077,e,e,e,e
8078,p,p,p,p
8079,p,p,p,p
8080,e,e,e,e
8081,e,e,e,e
8082,p,e,e,e
8083,p,e,e,e
8084,p,p,p,p
8085,e,e,e,e
8086,p,p,p,e
8087,e,e,p,e
8088,p,p,p,p
8089,p,p,p,e
8090,e,e,e,e
8091,p,p,p,p
8092,p,e,e,p
8093,e,e,e,e
8094,p,e,p,p
8095,e,e,p,e
8096,p,e,e,e
8097,p,p,p,p
8098,p,p,p,p
8099,p,p,p,p
8100,e,e,e,e
8101,p,p,p,e
8102,p,p,p,p
8103,p,p,e,p
8104,e,e,e,e
8105,p,p,p,p
8106,p,p,p,p
8107,p,p,p,p
8108,e,e,e,e
8109,e,e,e,e
8110,p,p,p,e
8111,e,e,e,e
8112,e,e,e,e
8113,e,e,e,e
8114,e,e,p,e
8115,p,e,e,e
8116,e,e,e,e
8117,e,e,e,e
8118,e,e,e,e
8119,p,p,p,p
8120,p,e,e,e
8121,e,e,e,e
8122,p,p,p,e
8123,e,e,e,e
