id,actual,lr,knn,lda,svm_w,svm,nb,nn,rf
2762,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2763,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2764,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2766,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2768,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2769,MED,MED,MED,MED,MED,MED,MED,MED,MED
2770,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2771,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
2773,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2774,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2776,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2777,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2779,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2780,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2781,MED,MED,MED,MED,MED,MED,MED,MED,MED
2782,MED,MED,MED,MED,MED,MED,MED,MED,MED
2783,LOW,LOW,LOW,MED,LOW,MED,HIGH,LOW,LOW
2784,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2785,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2787,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2788,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2789,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2790,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2791,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2792,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2793,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2795,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2797,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2798,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2799,MED,MED,MED,MED,MED,MED,MED,MED,MED
2800,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2801,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2803,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2804,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
2805,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2806,MED,MED,MED,MED,MED,MED,MED,MED,MED
2807,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2808,LOW,LOW,MED,LOW,LOW,LOW,MED,LOW,LOW
2810,MED,MED,MED,MED,MED,MED,MED,MED,MED
2811,MED,MED,MED,MED,MED,MED,MED,MED,MED
2813,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2815,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2816,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2818,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2819,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2820,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2821,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2822,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2823,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2825,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2826,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2829,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
2830,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2832,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2833,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2834,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2835,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2836,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2837,HIGH,MED,MED,HIGH,HIGH,MED,HIGH,MED,HIGH
2838,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2839,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2840,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2841,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2842,MED,MED,MED,MED,MED,MED,MED,MED,MED
2843,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2844,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2845,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2846,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
2847,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2848,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2849,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2850,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2851,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2852,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2853,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2854,LOW,LOW,LOW,MED,LOW,MED,LOW,LOW,LOW
2855,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2856,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
2857,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2858,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2859,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2860,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2861,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW,LOW
2862,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2863,MED,MED,MED,MED,MED,MED,MED,MED,MED
2864,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2866,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2867,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2868,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2869,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2871,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2872,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
2873,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2874,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2875,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
2876,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2877,MED,MED,MED,MED,MED,MED,MED,MED,MED
2878,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2879,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2880,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2881,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
2882,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2883,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2884,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2885,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2886,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2887,MED,MED,MED,MED,MED,MED,MED,MED,MED
2888,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2889,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2890,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2891,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2893,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2894,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2896,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2897,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2898,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
2900,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2901,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2903,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2905,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2906,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2907,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
2908,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2909,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2910,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2911,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2912,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2913,MED,MED,MED,MED,MED,MED,MED,MED,MED
2914,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2915,MED,MED,MED,MED,MED,MED,MED,MED,MED
2916,HIGH,MED,MED,MED,MED,MED,LOW,MED,MED
2917,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2918,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2919,MED,MED,MED,MED,MED,MED,MED,MED,MED
2920,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
2921,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2922,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2923,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2924,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2925,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2926,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2927,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2928,MED,MED,MED,MED,MED,MED,MED,MED,MED
2929,MED,MED,MED,MED,MED,MED,MED,MED,MED
2930,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2931,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2932,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2933,MED,MED,MED,MED,MED,MED,MED,MED,MED
2934,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2935,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2936,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2938,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2939,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2940,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2941,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2942,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2943,MED,MED,MED,MED,MED,MED,MED,MED,MED
2944,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2945,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2946,LOW,LOW,MED,MED,LOW,LOW,MED,LOW,LOW
2947,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2948,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2949,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2951,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2953,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2954,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2956,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2957,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2959,MED,MED,MED,MED,HIGH,MED,HIGH,MED,MED
2960,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2961,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2962,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2963,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2965,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2970,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
2971,MED,MED,MED,MED,MED,MED,MED,MED,MED
2972,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2973,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2974,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2975,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2976,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2977,MED,MED,MED,MED,MED,MED,MED,MED,MED
2978,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2979,LOW,LOW,MED,MED,LOW,MED,HIGH,LOW,LOW
2980,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2981,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2982,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2983,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
2984,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2985,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
2986,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2987,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2988,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2990,MED,MED,MED,MED,MED,MED,LOW,MED,MED
2991,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2992,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2993,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2994,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2995,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2996,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2997,MED,MED,MED,MED,MED,MED,MED,MED,MED
2998,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
2999,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3000,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3001,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3002,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3004,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3005,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3006,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3009,MED,MED,MED,MED,MED,MED,MED,MED,MED
3010,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3013,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3017,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3019,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3023,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3024,HIGH,MED,MED,HIGH,HIGH,MED,HIGH,MED,HIGH
3025,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3026,HIGH,MED,MED,MED,MED,MED,HIGH,MED,MED
3028,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3029,MED,MED,MED,MED,MED,MED,MED,MED,MED
3031,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3032,MED,MED,MED,MED,MED,MED,MED,MED,MED
3034,MED,MED,MED,MED,MED,MED,MED,MED,MED
3036,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3037,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3038,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3039,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3040,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3042,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3043,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3044,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3046,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3047,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3049,MED,MED,MED,MED,MED,MED,MED,MED,MED
3050,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3051,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3052,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3053,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3054,MED,MED,MED,MED,MED,MED,MED,MED,MED
3055,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3056,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3057,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3058,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3059,MED,MED,MED,MED,MED,MED,MED,MED,MED
3060,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3061,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3062,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3063,MED,MED,MED,MED,MED,MED,MED,MED,MED
3064,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3065,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3068,MED,MED,MED,MED,MED,MED,MED,MED,MED
3069,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3071,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3074,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3075,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3076,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3077,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3078,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3079,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3080,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3081,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3087,MED,MED,MED,MED,MED,MED,MED,MED,MED
3089,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3091,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3092,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3093,LOW,LOW,MED,MED,LOW,LOW,MED,LOW,LOW
3094,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3095,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3096,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3097,LOW,LOW,MED,LOW,LOW,LOW,LOW,MED,LOW
3098,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3099,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3100,MED,MED,MED,MED,MED,MED,MED,MED,MED
3102,MED,MED,MED,MED,MED,MED,MED,MED,MED
3103,LOW,LOW,MED,MED,LOW,LOW,LOW,LOW,LOW
3104,MED,MED,MED,MED,MED,MED,MED,MED,MED
3105,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3106,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3107,MED,MED,MED,MED,MED,MED,MED,MED,MED
3108,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3109,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3110,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3112,MED,MED,MED,MED,LOW,MED,LOW,MED,MED
3113,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3114,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3115,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3116,MED,MED,MED,MED,MED,MED,MED,MED,MED
3117,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,MED
3118,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3119,MED,MED,MED,MED,MED,MED,MED,MED,MED
3120,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3121,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3122,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3123,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3124,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3125,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3126,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3127,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3128,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3131,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3132,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3133,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3134,LOW,LOW,LOW,MED,LOW,LOW,HIGH,MED,LOW
3135,MED,MED,MED,MED,MED,MED,MED,MED,MED
3136,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
3139,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3140,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3141,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3142,MED,MED,MED,MED,MED,MED,MED,MED,MED
3143,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3144,MED,MED,MED,MED,MED,MED,MED,MED,MED
3145,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3146,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3147,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3149,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3150,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3151,LOW,LOW,MED,MED,LOW,MED,HIGH,MED,LOW
3152,LOW,LOW,LOW,LOW,LOW,LOW,MED,LOW,LOW
3154,LOW,LOW,LOW,MED,LOW,LOW,LOW,LOW,LOW
3155,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3156,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3157,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3158,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3159,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3160,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3161,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3162,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3163,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3164,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3165,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3167,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3168,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3169,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3170,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3171,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3172,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3175,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3176,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3177,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3178,MED,MED,MED,MED,MED,MED,MED,MED,MED
3179,HIGH,MED,MED,MED,HIGH,MED,HIGH,MED,HIGH
3180,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3181,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3184,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3185,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3186,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3188,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3189,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3190,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3191,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3192,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3193,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3194,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3195,LOW,LOW,MED,LOW,LOW,LOW,HIGH,LOW,LOW
3196,MED,MED,MED,MED,MED,MED,MED,MED,MED
3197,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3198,MED,MED,MED,MED,MED,MED,MED,MED,MED
3199,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3200,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3201,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3202,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3203,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3204,LOW,LOW,LOW,MED,LOW,LOW,HIGH,LOW,LOW
3205,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3206,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3209,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3210,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3211,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3212,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3213,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3214,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3216,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3217,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3218,MED,MED,MED,MED,MED,MED,MED,MED,MED
3219,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3221,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3224,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3225,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3227,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3228,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3230,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3234,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3235,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3236,LOW,LOW,LOW,MED,LOW,MED,HIGH,MED,LOW
3237,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3241,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3242,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3244,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3255,MED,MED,MED,MED,MED,MED,MED,MED,MED
3259,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3260,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3262,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3264,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3265,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW
3267,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3271,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3274,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3276,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3277,HIGH,MED,MED,MED,HIGH,MED,LOW,MED,MED
3278,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3279,MED,MED,MED,MED,MED,MED,MED,MED,MED
3280,HIGH,MED,MED,MED,MED,MED,MED,MED,MED
3281,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3284,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3285,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3286,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3287,HIGH,MED,MED,MED,HIGH,MED,MED,MED,MED
3288,MED,MED,MED,MED,MED,MED,LOW,MED,MED
3289,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW
3290,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
3291,MED,MED,MED,MED,MED,MED,HIGH,MED,MED
