id,actual,N (ngrams),C (chi^2),W (worst),R (random),X (random2)
26072,Neither,Neither,Neither,Science,Neither,Neither
26073,Neither,Neither,Neither,Neither,Neither,Neither
26074,Neither,Neither,Neither,Science,Neither,Neither
26075,Neither,Neither,Neither,Neither,Neither,Neither
26076,Neither,Neither,Neither,Play,Neither,Neither
26077,Neither,Neither,Neither,Neither,Neither,Neither
26078,Neither,Neither,Science,Neither,Neither,Neither
26079,Neither,Neither,Neither,Play,Neither,Play
26080,Neither,Play,Neither,Neither,Science,Neither
26081,Neither,Play,Neither,Neither,Neither,Play
26082,Neither,Neither,Neither,Neither,Neither,Neither
26083,Neither,Neither,Neither,Neither,Neither,Neither
26084,Neither,Neither,Neither,Science,Neither,Neither
26085,Neither,Neither,Neither,Neither,Neither,Neither
26086,Neither,Neither,Neither,Neither,Neither,Neither
26087,Neither,Neither,Neither,Neither,Neither,Neither
26088,Neither,Neither,Neither,Neither,Neither,Neither
26089,Neither,Neither,Neither,Neither,Neither,Neither
26090,Neither,Neither,Neither,Neither,Play,Science
26091,Neither,Neither,Neither,Neither,Neither,Neither
26092,Neither,Neither,Neither,Science,Neither,Neither
26093,Neither,Neither,Neither,Science,Science,Science
26094,Neither,Neither,Neither,Neither,Neither,Science
26095,Neither,Science,Neither,Neither,Neither,Science
26096,Neither,Neither,Neither,Science,Science,Neither
26097,Neither,Science,Neither,Science,Science,Science
26098,Neither,Science,Neither,Science,Neither,Science
26099,Neither,Neither,Neither,Neither,Neither,Play
26100,Neither,Neither,Neither,Science,Science,Neither
26101,Neither,Play,Neither,Science,Play,Neither
26102,Neither,Neither,Neither,Play,Science,Neither
26103,Neither,Neither,Neither,Neither,Neither,Play
26104,Neither,Neither,Neither,Neither,Neither,Neither
26105,Neither,Science,Neither,Neither,Neither,Neither
26106,Neither,Neither,Neither,Neither,Neither,Neither
26107,Neither,Play,Neither,Science,Neither,Neither
26108,Neither,Play,Science,Play,Neither,Neither
26109,Neither,Science,Neither,Science,Neither,Neither
26110,Neither,Neither,Science,Science,Neither,Neither
26111,Neither,Neither,Neither,Neither,Neither,Neither
26112,Neither,Neither,Neither,Science,Science,Neither
26113,Neither,Neither,Neither,Neither,Neither,Neither
26114,Neither,Play,Science,Play,Neither,Play
26115,Neither,Play,Science,Play,Science,Science
26116,Science,Science,Neither,Science,Neither,Science
26117,Neither,Play,Science,Play,Play,Play
26118,Neither,Science,Neither,Neither,Neither,Neither
26119,Neither,Neither,Science,Science,Neither,Neither
26120,Neither,Neither,Neither,Neither,Neither,Neither
26121,Neither,Science,Neither,Science,Science,Neither
26122,Neither,Neither,Neither,Neither,Science,Neither
26123,Neither,Neither,Neither,Neither,Neither,Neither
26124,Neither,Neither,Neither,Neither,Neither,Neither
26125,Neither,Neither,Neither,Science,Neither,Neither
26126,Neither,Neither,Neither,Neither,Neither,Neither
26127,Neither,Neither,Neither,Play,Neither,Play
26128,Neither,Neither,Neither,Neither,Neither,Neither
26129,Neither,Neither,Neither,Neither,Science,Neither
26130,Neither,Neither,Science,Science,Neither,Neither
26131,Neither,Neither,Neither,Play,Science,Neither
26132,Neither,Neither,Neither,Science,Neither,Neither
26133,Neither,Neither,Science,Neither,Neither,Neither
26134,Neither,Neither,Neither,Neither,Neither,Neither
26135,Neither,Play,Neither,Neither,Neither,Neither
26136,Neither,Neither,Neither,Play,Play,Neither
26137,Neither,Science,Neither,Neither,Neither,Neither
26138,Neither,Neither,Neither,Play,Neither,Neither
26139,Neither,Neither,Neither,Neither,Neither,Play
26140,Neither,Science,Neither,Science,Neither,Neither
26141,Neither,Neither,Neither,Neither,Play,Science
26142,Neither,Neither,Neither,Neither,Neither,Neither
26143,Neither,Play,Neither,Neither,Neither,Play
26144,Neither,Neither,Neither,Play,Play,Neither
26145,Neither,Science,Neither,Play,Neither,Neither
26146,Neither,Science,Neither,Play,Play,Neither
26147,Neither,Neither,Neither,Science,Neither,Neither
26148,Neither,Neither,Neither,Neither,Neither,Neither
26149,Neither,Neither,Neither,Science,Neither,Play
26150,Neither,Neither,Neither,Neither,Neither,Neither
26151,Neither,Neither,Neither,Neither,Neither,Neither
26152,Neither,Neither,Play,Science,Neither,Neither
26153,Neither,Neither,Neither,Play,Neither,Play
26154,Neither,Science,Neither,Neither,Neither,Neither
26155,Neither,Play,Play,Science,Science,Play
26156,Neither,Neither,Neither,Neither,Neither,Play
26157,Neither,Neither,Neither,Neither,Neither,Play
26158,Neither,Neither,Play,Neither,Neither,Play
26159,Neither,Play,Neither,Science,Neither,Neither
26160,Neither,Science,Neither,Neither,Neither,Science
26161,Neither,Neither,Neither,Science,Neither,Neither
26162,Neither,Neither,Neither,Play,Play,Neither
26163,Neither,Neither,Neither,Science,Neither,Neither
26164,Play,Play,Play,Play,Neither,Neither
26165,Neither,Neither,Neither,Neither,Science,Neither
26166,Neither,Neither,Play,Science,Neither,Play
26167,Neither,Science,Neither,Play,Science,Science
26168,Neither,Neither,Neither,Science,Neither,Science
26169,Neither,Neither,Play,Play,Science,Neither
26170,Neither,Neither,Neither,Neither,Neither,Neither
26171,Neither,Science,Science,Play,Science,Play
26172,Neither,Science,Neither,Science,Neither,Neither
26173,Neither,Science,Neither,Play,Neither,Neither
26174,Neither,Science,Neither,Play,Neither,Neither
26175,Neither,Neither,Neither,Science,Neither,Science
26176,Neither,Science,Neither,Neither,Neither,Neither
26177,Neither,Neither,Science,Play,Science,Neither
26178,Neither,Neither,Science,Play,Neither,Neither
26179,Neither,Neither,Neither,Science,Neither,Neither
26180,Neither,Neither,Neither,Play,Neither,Neither
26181,Neither,Neither,Neither,Play,Science,Science
26182,Neither,Neither,Neither,Neither,Neither,Neither
26183,Neither,Neither,Neither,Science,Neither,Neither
26184,Neither,Neither,Neither,Neither,Neither,Neither
26185,Neither,Neither,Neither,Neither,Neither,Neither
26186,Neither,Neither,Neither,Neither,Neither,Neither
26187,Neither,Neither,Neither,Neither,Science,Neither
26188,Neither,Neither,Neither,Neither,Neither,Neither
26189,Neither,Neither,Neither,Neither,Neither,Neither
26190,Neither,Neither,Neither,Neither,Neither,Neither
26191,Neither,Neither,Neither,Neither,Neither,Neither
26192,Neither,Neither,Play,Play,Play,Neither
26193,Neither,Neither,Neither,Science,Neither,Neither
26194,Neither,Neither,Neither,Science,Neither,Neither
26195,Neither,Neither,Neither,Neither,Neither,Neither
26196,Science,Science,Science,Science,Science,Science
26197,Neither,Neither,Science,Neither,Neither,Neither
26198,Neither,Neither,Neither,Neither,Neither,Neither
26199,Neither,Neither,Neither,Neither,Neither,Science
26200,Neither,Neither,Neither,Play,Neither,Neither
26201,Neither,Science,Neither,Play,Neither,Play
26202,Neither,Science,Neither,Neither,Neither,Science
26203,Neither,Neither,Neither,Neither,Neither,Neither
26204,Neither,Science,Neither,Science,Science,Neither
26205,Neither,Neither,Neither,Play,Neither,Neither
26206,Neither,Neither,Neither,Neither,Neither,Neither
26207,Neither,Neither,Neither,Neither,Neither,Neither
26208,Neither,Neither,Neither,Play,Neither,Neither
26209,Neither,Science,Science,Science,Neither,Science
26210,Neither,Neither,Neither,Science,Neither,Neither
26211,Science,Science,Neither,Science,Science,Science
26212,Neither,Neither,Neither,Play,Neither,Neither
26213,Neither,Neither,Neither,Play,Neither,Neither
26214,Neither,Neither,Neither,Neither,Neither,Neither
26215,Neither,Neither,Neither,Science,Neither,Neither
26216,Neither,Neither,Neither,Neither,Neither,Neither
26217,Neither,Neither,Neither,Play,Neither,Neither
26218,Neither,Neither,Neither,Science,Neither,Neither
26219,Neither,Neither,Neither,Neither,Neither,Neither
26220,Neither,Neither,Neither,Science,Science,Neither
26221,Neither,Neither,Neither,Neither,Neither,Neither
26222,Neither,Neither,Science,Neither,Neither,Neither
26223,Neither,Neither,Science,Science,Science,Play
26224,Neither,Neither,Science,Neither,Science,Neither
26225,Neither,Science,Neither,Play,Neither,Science
26226,Neither,Neither,Neither,Neither,Neither,Neither
26227,Neither,Neither,Neither,Neither,Neither,Neither
26228,Neither,Neither,Neither,Science,Neither,Science
26229,Neither,Neither,Neither,Neither,Neither,Neither
26230,Neither,Neither,Neither,Neither,Science,Neither
26231,Neither,Neither,Neither,Neither,Neither,Neither
26232,Neither,Neither,Neither,Neither,Neither,Neither
26233,Neither,Neither,Neither,Neither,Neither,Neither
26234,Neither,Neither,Neither,Neither,Neither,Neither
26235,Neither,Science,Neither,Neither,Neither,Play
26236,Neither,Neither,Neither,Neither,Neither,Neither
26237,Neither,Neither,Neither,Play,Neither,Neither
26238,Neither,Neither,Neither,Neither,Neither,Neither
26239,Neither,Science,Science,Science,Neither,Science
26240,Neither,Neither,Science,Play,Neither,Neither
26241,Neither,Neither,Neither,Neither,Neither,Neither
26242,Neither,Neither,Neither,Science,Neither,Play
26243,Play,Play,Play,Play,Play,Play
26244,Play,Play,Play,Play,Play,Play
26245,Neither,Neither,Neither,Neither,Neither,Play
26246,Play,Play,Play,Play,Play,Play
26247,Neither,Science,Science,Neither,Science,Neither
26248,Play,Play,Play,Play,Play,Play
26249,Neither,Neither,Neither,Neither,Neither,Play
26250,Neither,Science,Science,Play,Neither,Science
26251,Neither,Neither,Play,Play,Neither,Neither
26252,Neither,Neither,Science,Play,Neither,Neither
26253,Play,Play,Play,Play,Play,Play
26254,Neither,Neither,Neither,Play,Science,Science
26255,Play,Play,Play,Play,Play,Play
26256,Neither,Neither,Science,Play,Science,Neither
26257,Neither,Neither,Neither,Science,Neither,Science
26258,Neither,Neither,Science,Play,Science,Science
26259,Neither,Science,Neither,Play,Neither,Neither
26260,Neither,Science,Neither,Neither,Science,Play
26261,Neither,Neither,Neither,Science,Play,Science
26262,Neither,Neither,Neither,Science,Science,Science
26263,Neither,Science,Neither,Science,Neither,Science
26264,Neither,Science,Neither,Play,Science,Neither
26265,Neither,Neither,Neither,Neither,Neither,Neither
26266,Neither,Neither,Neither,Play,Neither,Neither
26267,Neither,Neither,Neither,Play,Neither,Play
26268,Play,Play,Play,Play,Play,Play
26269,Neither,Neither,Neither,Play,Neither,Neither
26270,Play,Play,Play,Play,Play,Play
26271,Play,Play,Play,Play,Play,Play
26272,Neither,Neither,Neither,Neither,Neither,Neither
26273,Neither,Neither,Neither,Neither,Neither,Neither
26274,Play,Play,Play,Play,Play,Play
26275,Neither,Neither,Play,Play,Play,Play
26276,Play,Play,Play,Play,Play,Play
26277,Neither,Neither,Neither,Neither,Neither,Neither
26278,Neither,Science,Neither,Play,Neither,Neither
26279,Play,Play,Play,Play,Play,Play
26280,Play,Play,Play,Play,Play,Play
26281,Neither,Play,Play,Play,Play,Play
26282,Neither,Neither,Neither,Science,Neither,Neither
26283,Neither,Neither,Neither,Neither,Neither,Neither
26284,Neither,Neither,Neither,Science,Neither,Neither
26285,Neither,Neither,Neither,Play,Science,Neither
26286,Science,Science,Science,Science,Science,Science
26287,Neither,Neither,Neither,Play,Neither,Neither
26288,Neither,Neither,Neither,Play,Neither,Science
26289,Neither,Play,Play,Neither,Neither,Science
26290,Neither,Neither,Neither,Neither,Play,Play
26291,Neither,Play,Neither,Neither,Neither,Science
26292,Neither,Play,Neither,Neither,Neither,Science
26293,Neither,Neither,Neither,Play,Neither,Neither
26294,Neither,Neither,Neither,Science,Neither,Neither
26295,Neither,Science,Neither,Neither,Neither,Neither
26296,Neither,Neither,Neither,Play,Neither,Neither
26297,Neither,Neither,Neither,Play,Science,Neither
26298,Neither,Neither,Neither,Science,Science,Neither
26299,Neither,Neither,Neither,Neither,Neither,Neither
26300,Neither,Neither,Science,Science,Neither,Neither
26301,Neither,Neither,Science,Play,Science,Neither
26302,Neither,Science,Neither,Science,Science,Neither
26303,Neither,Science,Neither,Neither,Neither,Neither
26304,Neither,Neither,Neither,Science,Neither,Neither
26305,Neither,Neither,Neither,Science,Science,Science
26306,Neither,Neither,Neither,Science,Neither,Play
26307,Neither,Neither,Science,Play,Neither,Neither
26308,Neither,Play,Play,Play,Neither,Play
26309,Neither,Neither,Neither,Neither,Neither,Neither
26310,Neither,Neither,Neither,Neither,Science,Play
26311,Neither,Play,Play,Play,Play,Play
26312,Neither,Play,Neither,Play,Play,Neither
26313,Neither,Play,Neither,Play,Science,Play
26314,Neither,Play,Play,Science,Science,Play
26315,Neither,Neither,Neither,Science,Neither,Play
26316,Neither,Neither,Neither,Neither,Neither,Neither
26317,Neither,Science,Science,Science,Science,Science
26318,Science,Neither,Science,Science,Science,Science
26319,Neither,Neither,Neither,Science,Neither,Neither
26320,Neither,Neither,Neither,Neither,Play,Neither
26321,Neither,Science,Neither,Science,Science,Science
26322,Neither,Science,Neither,Science,Play,Science
26323,Neither,Science,Science,Science,Neither,Neither
26324,Neither,Neither,Science,Play,Neither,Science
26325,Neither,Science,Neither,Play,Neither,Neither
26326,Neither,Neither,Neither,Play,Neither,Science
26327,Neither,Neither,Neither,Science,Science,Neither
26328,Neither,Science,Science,Science,Neither,Neither
26329,Neither,Science,Neither,Science,Science,Neither
26330,Neither,Neither,Neither,Play,Science,Neither
26331,Neither,Science,Neither,Science,Neither,Neither
26332,Neither,Neither,Neither,Science,Science,Science
26333,Neither,Science,Science,Science,Science,Neither
26334,Neither,Neither,Neither,Play,Science,Science
26335,Neither,Neither,Science,Neither,Science,Neither
26336,Neither,Science,Science,Play,Science,Neither
26337,Neither,Neither,Neither,Science,Science,Neither
26338,Neither,Neither,Neither,Neither,Neither,Neither
26339,Neither,Neither,Science,Science,Science,Neither
26340,Neither,Neither,Neither,Science,Play,Neither
26341,Neither,Science,Science,Play,Science,Neither
26342,Neither,Neither,Science,Play,Science,Neither
26343,Neither,Science,Neither,Play,Play,Neither
26344,Neither,Science,Science,Play,Science,Neither
26345,Neither,Science,Neither,Science,Science,Science
26346,Neither,Science,Science,Science,Neither,Neither
26347,Neither,Neither,Neither,Science,Science,Neither
26348,Neither,Science,Neither,Science,Science,Science
26349,Neither,Science,Science,Science,Neither,Neither
26350,Neither,Science,Science,Science,Neither,Neither
26351,Neither,Science,Neither,Play,Neither,Neither
26352,Neither,Science,Neither,Play,Neither,Neither
26353,Neither,Science,Science,Play,Neither,Neither
26354,Neither,Science,Neither,Play,Neither,Neither
26355,Neither,Neither,Neither,Science,Science,Neither
26356,Neither,Science,Neither,Science,Neither,Neither
26357,Neither,Neither,Science,Play,Neither,Neither
26358,Neither,Science,Neither,Play,Neither,Neither
26359,Neither,Science,Science,Neither,Play,Neither
26360,Neither,Neither,Neither,Play,Science,Neither
26361,Neither,Neither,Neither,Neither,Neither,Science
26362,Neither,Science,Neither,Neither,Science,Science
